Asset ID,Asset Type,Floor,Zone,Installation Date,Manufacturer,Operational Time (hrs),Work Orders,Repairs,Last Serviced Date,Failure Probability,Failure_Probability,Predicted_Failure_Next_Month
905,Water Fountain,1,Food Court,2018-12-02,Manufacturer_D,7165,10,3,2019-01-20,0.00181,0.9617334649374698,1
906,Vending Machine,4,Parking,2022-07-14,Manufacturer_C,4253,2,3,2022-08-11,0.00118,0.9581735965304368,1
907,Escalator,2,Parking,2019-12-01,Manufacturer_A,9621,3,2,2021-08-19,0.00052,0.0374396881181551,0
908,Water Fountain,5,Fashion,2019-05-25,Manufacturer_B,900,9,4,2019-10-27,0.01444,0.9999304910443071,1
909,ATM,4,Parking,2021-06-12,Manufacturer_C,3626,10,0,2021-06-26,0.00276,6.584367930175098e-08,0
910,Information Board,5,Food Court,2020-02-09,Manufacturer_B,8786,5,1,2023-03-29,0.00068,5.420882205191067e-05,0
911,ATM,1,Entertainment,2022-06-05,Manufacturer_A,2017,1,0,2023-06-22,0.0005,6.255741260541289e-08,0
912,Water Fountain,2,Food Court,2022-01-07,Manufacturer_C,531,6,0,2022-09-07,0.0113,5.966824209339387e-08,0
913,Escalator,4,Electronics,2021-12-24,Manufacturer_D,4420,6,4,2023-01-06,0.00226,0.9999378559013476,1
914,Automatic Door,5,Parking,2020-02-27,Manufacturer_A,6708,5,5,2020-11-21,0.00149,0.9999999172940812,1
915,Elevator,1,Food Court,2020-02-15,Manufacturer_B,5925,2,2,2020-04-03,0.00068,0.033424415362499446,0
916,Escalator,3,Parking,2019-07-30,Manufacturer_B,3740,3,0,2020-04-29,0.0008,6.608296116171725e-08,0
917,Automatic Door,2,Electronics,2022-02-14,Manufacturer_D,8803,9,3,2022-05-07,0.00136,0.9636061581934671,1
918,Vending Machine,5,Fashion,2019-07-11,Manufacturer_B,931,4,1,2020-12-30,0.00537,4.2220588101788756e-05,0
919,Escalator,3,Fashion,2023-07-18,Manufacturer_C,9593,9,0,2023-09-14,0.00094,7.961118231186597e-08,0
920,Escalator,1,Fashion,2023-04-09,Manufacturer_A,9727,6,3,2023-04-10,0.00093,0.964623323792214,1
921,Kiosk,1,Fashion,2021-08-02,Manufacturer_C,1107,0,0,2023-06-20,0.0,6.077195131259975e-08,0
922,Water Fountain,2,Food Court,2020-03-23,Manufacturer_A,8938,10,0,2022-10-29,0.00112,7.796907970985887e-08,0
923,Elevator,1,Electronics,2023-02-27,Manufacturer_A,5871,4,2,2023-08-02,0.00102,0.03336894663849882,0
924,Information Board,3,Electronics,2022-05-07,Manufacturer_D,6383,5,1,2022-06-11,0.00094,5.0218511345751e-05,0
925,Kiosk,1,Fashion,2019-04-18,Manufacturer_B,8480,8,1,2022-05-25,0.00106,5.368358136524829e-05,0
926,Information Board,2,Electronics,2023-05-17,Manufacturer_C,3916,9,1,2023-08-22,0.00255,4.642727294771299e-05,0
927,Kiosk,5,Fashion,2020-06-25,Manufacturer_D,1356,3,1,2023-04-29,0.00295,4.279541550393931e-05,0
928,Vending Machine,2,Entertainment,2022-01-01,Manufacturer_C,6043,3,3,2022-07-27,0.00099,0.9603976640506109,1
929,Elevator,5,Food Court,2021-07-19,Manufacturer_C,2313,7,0,2022-10-02,0.00303,6.314941062065678e-08,0
930,Automatic Door,3,Food Court,2019-08-09,Manufacturer_B,435,9,2,2022-08-07,0.02529,0.028218155049035385,0
931,ATM,5,Food Court,2019-04-03,Manufacturer_B,9983,2,4,2019-07-05,0.0006,0.9999479372270541,1
932,Elevator,2,Fashion,2020-01-03,Manufacturer_B,5815,6,1,2021-04-15,0.0012,4.9319065765957675e-05,0
933,Water Fountain,4,Fashion,2018-12-30,Manufacturer_D,2669,10,4,2023-07-18,0.00525,0.9999342953649474,1
934,Water Fountain,1,Parking,2021-01-26,Manufacturer_C,782,5,5,2022-07-17,0.01279,0.9999999001311659,1
935,Information Board,4,Electronics,2023-04-27,Manufacturer_A,643,10,1,2023-08-17,0.01711,4.1835453043305136e-05,0
936,Escalator,4,Food Court,2021-03-28,Manufacturer_A,6759,4,4,2022-05-19,0.00118,0.9999423129410481,1
937,Automatic Door,3,Entertainment,2019-05-30,Manufacturer_B,4819,7,2,2020-04-21,0.00187,0.03230590431465553,0
938,Elevator,1,Electronics,2023-03-28,Manufacturer_D,5987,10,5,2023-08-10,0.00251,0.9999999153746782,1
939,Water Fountain,1,Parking,2021-07-12,Manufacturer_D,3667,10,1,2022-03-01,0.003,4.6060889312191355e-05,0
940,Vending Machine,5,Entertainment,2021-10-22,Manufacturer_B,2633,6,2,2022-03-09,0.00304,0.030200672738547884,0
941,Information Board,4,Electronics,2019-06-27,Manufacturer_D,1119,2,5,2022-06-10,0.00626,0.9999999011963785,1
942,Water Fountain,2,Fashion,2019-08-25,Manufacturer_D,5657,5,2,2023-09-11,0.00124,0.03314999889953261,0
943,Automatic Door,2,Electronics,2019-05-14,Manufacturer_A,404,10,2,2021-09-07,0.0297,0.028191117961128345,0
944,ATM,1,Fashion,2022-05-28,Manufacturer_C,2116,7,0,2022-09-27,0.00331,6.27547916779243e-08,0
945,Escalator,2,Parking,2022-04-12,Manufacturer_A,7102,0,0,2023-05-02,0.0,7.354448410593457e-08,0
946,Vending Machine,3,Fashion,2020-05-14,Manufacturer_A,9215,8,5,2023-04-28,0.00141,0.9999999236354998,1
947,Automatic Door,3,Parking,2021-03-03,Manufacturer_B,4471,2,1,2022-05-25,0.00067,4.7254432076038575e-05,0
948,Information Board,1,Entertainment,2021-04-26,Manufacturer_C,7069,9,2,2021-12-06,0.00156,0.03462065835554346,0
949,Water Fountain,1,Food Court,2022-02-11,Manufacturer_C,3732,5,1,2022-07-26,0.00161,4.6156251840607006e-05,0
950,Elevator,3,Food Court,2020-07-02,Manufacturer_D,925,4,4,2022-11-29,0.00865,0.9999305463132043,1
951,ATM,2,Entertainment,2020-05-29,Manufacturer_B,9507,2,0,2022-11-22,0.00021,7.93936211766138e-08,0
952,Automatic Door,2,Food Court,2023-06-16,Manufacturer_D,5283,6,5,2023-07-13,0.00208,0.9999999134575578,1
953,Escalator,5,Food Court,2021-01-01,Manufacturer_D,3544,10,3,2021-04-19,0.00367,0.957260035064357,1
954,Vending Machine,5,Electronics,2023-08-09,Manufacturer_C,4794,1,1,2023-08-09,0.00042,4.7742590729075646e-05,0
955,Vending Machine,2,Entertainment,2019-11-05,Manufacturer_B,4457,4,3,2020-05-02,0.00157,0.9584329765685792,1
956,Elevator,3,Fashion,2019-07-16,Manufacturer_A,3584,1,0,2020-10-19,0.00028,6.575574139958951e-08,0
957,Kiosk,5,Parking,2021-02-20,Manufacturer_C,9880,10,0,2022-05-23,0.00101,8.034155317858784e-08,0
958,Escalator,1,Electronics,2020-03-25,Manufacturer_D,4200,9,0,2023-06-10,0.00214,6.705735054758152e-08,0
959,Kiosk,1,Entertainment,2022-03-27,Manufacturer_D,1435,10,5,2023-08-11,0.01045,0.9999999021848887,1
960,Escalator,4,Electronics,2023-04-17,Manufacturer_A,3239,8,4,2023-07-04,0.0037,0.9999354762651669,1
961,ATM,4,Parking,2023-03-02,Manufacturer_B,5759,4,2,2023-03-12,0.00104,0.03325418358625306,0
962,Automatic Door,4,Electronics,2021-09-23,Manufacturer_D,8575,2,0,2022-07-10,0.00023,7.7073661079751e-08,0
963,Automatic Door,3,Fashion,2021-01-13,Manufacturer_C,1560,9,3,2021-08-15,0.00769,0.9546012596382878,1
964,Elevator,3,Fashion,2020-10-09,Manufacturer_C,4299,5,3,2021-07-29,0.00186,0.9582322190174706,1
965,Vending Machine,4,Electronics,2019-09-26,Manufacturer_C,9767,4,1,2021-04-08,0.00051,5.592757567816608e-05,0
966,Vending Machine,1,Entertainment,2021-09-11,Manufacturer_D,476,9,0,2023-05-28,0.01891,5.9563907374020993e-08,0
967,Water Fountain,1,Fashion,2023-06-11,Manufacturer_D,7757,0,2,2023-08-09,0.00026,0.03535984573488274,0
968,Information Board,5,Entertainment,2022-08-27,Manufacturer_C,2154,8,2,2023-03-07,0.00464,0.029757442026852116,0
969,Vending Machine,4,Parking,2020-03-25,Manufacturer_B,8931,5,5,2022-03-24,0.00112,0.9999999229422708,1
970,Information Board,1,Parking,2021-05-05,Manufacturer_D,9562,8,0,2022-07-25,0.00084,7.953269047858072e-08,0
971,Elevator,4,Electronics,2020-05-16,Manufacturer_B,6653,3,1,2021-08-15,0.0006,5.0651798155712645e-05,0
972,Elevator,1,Electronics,2021-05-21,Manufacturer_C,1424,5,1,2021-10-14,0.00421,4.2888111376663954e-05,0
973,Vending Machine,4,Food Court,2021-06-01,Manufacturer_D,2138,7,2,2021-08-20,0.00421,0.029742746172165407,0
974,Elevator,1,Entertainment,2019-05-24,Manufacturer_C,7137,1,5,2021-11-24,0.00084,0.9999999184154174,1
975,Automatic Door,2,Parking,2019-10-12,Manufacturer_C,2917,6,3,2021-11-19,0.00309,0.9564362759564525,1
976,Water Fountain,2,Parking,2021-07-12,Manufacturer_B,3968,9,2,2021-08-08,0.00277,0.03146999222581052,0
977,Vending Machine,2,Food Court,2022-08-02,Manufacturer_D,292,2,2,2022-12-01,0.0137,0.028093645033120212,0
978,Information Board,2,Parking,2019-07-26,Manufacturer_B,7355,3,4,2019-12-09,0.00095,0.9999433965968038,1
979,Escalator,2,Food Court,2020-07-28,Manufacturer_C,4431,6,1,2021-10-20,0.00158,4.719432735206318e-05,0
980,Elevator,1,Parking,2022-11-08,Manufacturer_B,3123,9,0,2023-01-27,0.00288,6.479820336335494e-08,0
981,Water Fountain,4,Fashion,2021-08-21,Manufacturer_B,4284,7,5,2023-06-22,0.0028,0.9999999106623214,1
982,Kiosk,4,Parking,2019-06-27,Manufacturer_B,9640,8,2,2023-09-07,0.00104,0.03746148217870276,0
983,Escalator,5,Fashion,2020-04-16,Manufacturer_A,3559,7,4,2021-09-23,0.00309,0.9999361299003799,1
984,Kiosk,5,Entertainment,2021-11-06,Manufacturer_B,1403,7,2,2022-07-11,0.00641,0.029075189384358817,0
985,ATM,3,Fashion,2020-06-11,Manufacturer_D,4875,5,2,2020-07-16,0.00144,0.03236165791516484,0
986,Kiosk,2,Entertainment,2022-12-18,Manufacturer_D,2090,0,4,2023-03-28,0.00191,0.9999330736911278,1
987,Vending Machine,3,Electronics,2020-06-19,Manufacturer_A,7451,7,5,2021-01-31,0.00161,0.9999999192265144,1
988,Kiosk,1,Parking,2023-05-07,Manufacturer_A,3294,7,4,2023-07-07,0.00334,0.9999355890828453,1
989,Kiosk,5,Fashion,2022-12-22,Manufacturer_B,7352,8,3,2023-05-07,0.0015,0.9619518513104963,1
990,Water Fountain,2,Entertainment,2021-09-28,Manufacturer_D,5177,7,1,2023-03-07,0.00155,4.832796789772211e-05,0
991,Information Board,2,Fashion,2021-05-29,Manufacturer_A,7974,5,2,2023-05-01,0.00088,0.035596128597283304,0
992,Escalator,1,Electronics,2020-09-01,Manufacturer_A,3604,9,4,2021-05-03,0.00361,0.999936221285278,1
993,ATM,3,Entertainment,2022-06-04,Manufacturer_D,9665,2,2,2023-09-06,0.00041,0.03749017715104679,0
994,Water Fountain,5,Parking,2020-01-12,Manufacturer_D,1101,3,5,2020-11-01,0.00727,0.9999999011397711,1
995,Automatic Door,2,Fashion,2022-01-12,Manufacturer_C,6492,2,2,2022-06-05,0.00062,0.03401223636376898,0
996,Kiosk,3,Fashion,2020-04-19,Manufacturer_C,7194,5,3,2023-04-14,0.00111,0.9617674110269513,1
997,Kiosk,2,Food Court,2020-02-20,Manufacturer_A,3253,7,5,2021-03-17,0.00369,0.9999999076828477,1
998,Vending Machine,2,Food Court,2021-03-24,Manufacturer_B,4978,8,2,2023-02-03,0.00201,0.032464447646728276,0
999,Vending Machine,1,Parking,2019-03-08,Manufacturer_D,7071,5,3,2019-09-09,0.00113,0.9616232337378534,1
1000,Elevator,5,Electronics,2019-10-02,Manufacturer_B,2357,6,3,2020-01-17,0.00382,0.9556877495487325,1
